source,target
"When I told them we would be lying in Mediterranean waters within two days, Conseil clapped his hands, but the Canadian shrugged his shoulders.","Al informarles de que dentro de dos días estaríamos en aguas del Mediterráneo, Conseil palmoteó de contento, pero el canadiense se alzó de hombros."
"The elliptical roof, under which the boat at first passed, suddenly rose; but the darkness was too deep, and the light of the lantern too slight, for either the extent, length, height, or depth of the cave to be ascertained.","La bóveda, muy baja, a través de la cual pasaba la canoa, se levantaba luego, pero la oscuridad era demasiado profunda y la luz del farol demasiado insuficiente, para que pudiera reconocerse la extensión de aquella caverna, su anchura, su elevación y profundidad."
"Half-past one, time for dinner!'",¡La una y media! ¡Hora de comer!
"""That's Herbert's voice,"" said the reporter.",–¡Es la voz de Harbert! –dijo el periodista.
"Half-an-hour's recreation succeeded, then study; then the glass of water and the piece of oat-cake, prayers, and bed.","Después volvimos al estudio, más tarde nos dieron el vaso de agua y el pedazo de torta de avena, y al fin nos acostamos."
"To which Samson replied, ""The difference between the two sorts of madmen is, that he who is so will he nil he, will be one always, while he who is so of his own accord can leave off being one whenever he likes.""","A lo que respondió Sansón: -La diferencia que hay entre esos dos locos es que el que lo es por fuerza lo será siempre, y el que lo es de grado lo dejará de ser cuando quisiere."
"Or, 'Why am I like a chemist?...",O bien: «¿En qué nos parecemos un mariscal y yo?
I would not have you suffer on my account; for I assure you I no longer suffer materially myself.,No querría que sufrieras por causa mía; porque te aseguro que yo ya no sufro excesivamente.
"""The 'Duncan' cruised about on this coast until the 3rd of March.",El Duncan anduvo por aquella costa hasta el 3 de marzo.
"The jaguar collected itself for a spring, but at that moment a shot struck it in the eyes, and it fell dead.",El jaguar se recogió sobre sí mismo y saltó sobre el cazador; pero en aquel momento una bala le hirió entre los dos ojos y cayó muerto.
"""At any rate, it seems to be big enough,"" replied the lad.","–En ese caso, sería muy vasta –respondió el muchacho."
"On the day when, in the ballroom of the house in Arbat Street, she in her brown dress had gone up to him and silently plighted herself to him, on that day and in that hour a complete rupture seemed to have taken place within her soul between her former life and this other new and entirely unknown life – although in fact the old life still went on.","Su alma, aquel día en que con su vestido castaño, en la sala de la casa de la calle Arbat, se acercara a Levin ofreciéndosele sin decir nada; su alma, aquel día y en aquel momento, rompió con todo el pasado a inició una vida nueva, desconocida para ella, a pesar de que su vida continuaba, en apariencia, la misma de siempre."
"These classes are the Crustacea, Cirripedia, and Annelida.","Son los crustáceos, los cirrópodos y los anélidos."
— Elle a épousé hier le jeune Drebber….,––Fue dada ayer por esposa al joven Drebber.
"""What do you imagine that it means?""",¿Qué cree usted que significa?
In the new legal institutions he disapproved of the position occupied by lawyers.,Respecto a las instituciones jurídicas rusas no era partidario de las condiciones en que se desenvolvían los abogados.
"That second window is the one that I jumped from.""",Aquella ventana del segundo piso es desde donde salté.
"— Je me flatte, en effet, d’avoir conduit toute cette affaire assez proprement, répondit avec suffisance l’agent de police.",––Me precio de haber realizado un buen trabajo ––contestó envanecido el detective––.
"""A profound remark!",-¡Profunda e ingeniosa observación!
"A peine avais-je eu le temps de formuler cette pensée que l’homme en question, apercevant le numéro inscrit sur notre porte, traversa rapidement la chaussée.","Apenas si este pensamiento había cruzado mi mente, cuando el hombre que espiábamos percibió el número de nuestra puerta y se apresuró a atravesar la calle."
By eight o’clock in the morning he was at the apartment of Athos.,"Por eso, a las ocho de la mañana estaba en casa de Athos."
Finally the ship's rays appeared. Their luminous trail guided us to the Nautilus.,Aparecieron al fin las luces del Nautilus que guiaron nuestros últimos pasos.
"Don Quixote did so, reining in Rocinante until his weary squire came up, who on reaching him said,","Hízolo así don Quijote, teniendo las riendas a Rocinante hasta que llegase su cansado escudero, el cual, en llegando, le dijo:"
"With some justice, fishermen's yarns aren't to be trusted, but here's what a few of them relate.","Puede no darse crédito a los relatos de los pescadores, pero he aquí lo que dicen."
"At dusk we saw Dr. Grimesby Roylott drive past, his huge form looming up beside the little figure of the lad who drove him.","Al atardecer vimos pasar en un coche al doctor Grimesby Roylott, con su gigantesca figura sobresaliendo junto a la menuda figurilla del muchacho que guiaba el coche."
"""He is most likely at my hotel. I requested him to call, and when I came to the Louvre I left orders if he came, to desire him to wait.""","Debe estar en mi casa, sire; hice que le rogasen pasarse por allí, y cuando he venido al Louvre he dejado la orden de hacerle esperar si se presentaba."
"But that he was for ever inconsolable, that he fled from society, or contracted an habitual gloom of temper, or died of a broken heart, must not be depended on--for he did neither.","Pero no hay que esperar que quedara por siempre desconsolado, que huyera de la sociedad o contrajera un temperamento habitualmente sombrío, o que muriera con el corazón roto... porque nada de eso ocurrió."
"""Sire, I entreat you to do so.""","Sire, os lo suplico."
"Kitty felt that Anna looked at her with animosity. She attributed that animosity to the awkward position Anna, who had formerly patronized her, now felt herself to be in, and she was sorry for her.","Kitty sentía que Ana la miraba con enemistad, pero la disculpó comprendiendo la situación en que se encontraba, y hasta sintió hacia ella cierta lástima."
"But all this is by-the-bye; for as to my figure, I had so few to observe me that it was of no manner of consequence, so I say no more of that.","Dicho sea de paso, como no había nadie que pudiese verme en estas condiciones, mi aspecto me importaba muy poco y, por lo tanto, no hablaré más de él. De esta guisa, emprendí mi nuevo viaje, que duró cinco o seis días."
"""The Nautilus has huge air tanks; we'll fill them up and they'll supply all the oxygen we need.""",Los llenaremos y nos proveerán de todo el oxígeno que podamos necesitar.
"On this accursed bed Don Quixote stretched himself, and the hostess and her daughter soon covered him with plasters from top to toe, while Maritornes—for that was the name of the Asturian—held the light for them, and while plastering him, the hostess, observing how full of wheals Don Quixote was in some places, remarked that this had more the look of blows than of a fall.","En esta maldita cama se acostó don Quijote, y luego la ventera y su hija le emplastaron de arriba abajo, alumbrándoles Maritornes, que así se llamaba la asturiana; y, como al bizmalle viese la ventera tan acardenalado a partes a don Quijote, dijo que aquello más parecían golpes que caída."
But farther than this you must not believe.,Pero más que esto no debes creer.
"Gideon Spilett and Ayrton, both very good marksmen, were armed with the two rifles, which carried nearly a mile.","Gedeón Spilett y Ayrton, ambos excelentes tiradores, tomaron las dos carabinas de precisión, que alcanzaban a una milla de distancia, y los otros cuatro fusiles se repartieron entre Ciro Smith, Nab, Pencroff y Harbert."
